CD_NOM,CD_REF,NOM_SCIENTIFIQUE,L,T,C,HA,HE,R,N,S,Tx,MO
109750,109750,"Nymphaea alba L., 1753",8,5,5,9,11,7,5,0,2,8
109769,109769,"Nymphoides peltata (S.G.Gmel.) Kuntze, 1891",9,5,4,9,11,6,5,0,2,9
112727,112727,"Persicaria amphibia (L.) Gray, 1821",6,5,5,9,11,5,5,0,2,9
447733,447733,"Pistia stratiotes L., 1753",8,5,5,9,11,7,7,0,3,8
115096,115096,"Pontederia cordata L., 1753",,,,,,,,,,
454932,454932,"Pontederia crassipes Mart., 1823",8,9,5,9,12,7,7,0,1,8
115245,115245,"Potamogeton crispus L., 1753",6,5,5,9,12,7,7,0,1,8
115270,115270,"Potamogeton lucens L., 1753",6,5,5,9,12,7,7,0,1,8
115280,115280,"Potamogeton natans L., 1753",6,5,5,9,11,5,6,0,1,8
115296,115296,"Potamogeton perfoliatus L., 1753",6,5,5,9,12,6,6,0,1,8
115302,115302,"Potamogeton praelongus Wulfen, 1805",8,5,5,9,12,7,4,0,3,8
116979,116979,"Ranunculus circinatus Sibth., 1794",7,5,5,9,12,6,6,0,2,8
125219,125219,"Stratiotes aloides L., 1753",7,6,5,9,11,7,5,0,1,9
127081,127081,"Trapa natans L., 1753",8,7,4,9,11,6,7,0,1,8
1015849,1015849,"Vallisneria australis S.W.L.Jacobs & Les, 2008",7,7,4,9,12,7,7,0,2,8
128504,128504,"Vallisneria spiralis L., 1753",7,7,4,9,12,7,7,0,2,8
109735,109735,"Nuphar pumila (Timm) DC., 1821",8,3,7,9,11,5,2,0,2,9
109752,109752,"Nymphaea candida J.Presl & C.Presl, 1822",8,3,6,9,11,6,2,0,1,9
115237,115237,"Potamogeton coloratus Hornem., 1813",8,5,4,9,11,7,5,0,3,9
717857,717857,"Potamogeton schweinfurthii A. Benn., 1901",,,,,,,,,,
87466,87466,"Callitriche brutia Petagna, 1787",8,6,5,9,11,7,5,1,1,8
87468,87468,"Callitriche cophocarpa Sendtn., 1854",8,5,6,9,11,7,5,0,1,8
87471,87471,"Callitriche hamulata Koetz. ex W.D.J.Koch, 1837",8,4,5,9,11,4,5,0,2,8
87476,87476,"Callitriche obtusangula Le Gall, 1852",8,5,5,9,11,7,7,0,1,8
87478,87478,"Callitriche palustris L., 1753",7,5,5,9,11,5,5,0,2,8
87480,87480,"Callitriche platycarpa Koetz., 1842",8,5,5,9,11,7,7,0,1,8
87484,87484,"Callitriche stagnalis Scop., 1772",5,5,5,9,11,5,7,0,1,8
95979,95979,"Elodea callitrichoides (Rich.) Casp., 1857",7,6,5,9,12,6,7,0,2,8
95980,95980,"Elodea canadensis Michx., 1803",7,5,5,9,12,6,7,0,2,8
161057,161057,"Elodea densa (Planch.) Casp., 1857",7,6,5,9,12,6,7,0,1,8
95983,95983,"Elodea nuttallii (Planch.) H.St.John, 1920",7,5,4,9,12,6,7,0,2,8
100584,100584,"Groenlandia densa (L.) Fourr., 1869",6,5,4,9,12,7,5,0,2,8
104805,104805,"Lagarosiphon major (Ridl.) Moss, 1928",7,6,5,9,12,5,7,0,2,8
nc,nc,Alisma gramineum Lej. écoph. submergé,7,5,5,9,11,4,2,0,1,9
109139,109139,"Myriophyllum alterniflorum DC., 1815",7,5,4,9,12,4,3,0,4,8
115228,115228,"Potamogeton alpinus Balb., 1804",7,3,7,9,12,5,5,0,4,8
115258,115258,"Potamogeton gramineus L., 1753",7,5,5,9,12,4,5,0,4,9
nc,nc,Sparganium natans L. écoph. stagnophile,8,4,5,9,11,4,3,0,4,9
717572,717572,"Stuckenia filiformis (Pers.) Börner, 1912",8,3,7,9,12,4,5,0,3,9
nc,nc,Glyceria fluitans écoph stagnophile,7,5,5,9,11,3,3,0,4,9
nc,nc,Juncus bulbosus L. écoph stagnophile,7,5,3,9,11,3,3,0,4,9
106807,106807,"Luronium natans (L.) Raf., 1840",8,5,3,9,11,3,3,0,4,9
115301,115301,"Potamogeton polygonifolius Pourr., 1788",7,5,3,9,11,3,3,0,3,9
139818,139818,"Ranunculus trichophyllus subsp. eradicatus (Laest.) C.D.K.Cook, 1967",7,5,3,9,12,3,3,0,3,9
nc,nc,Sparganium angustifolium Michx. écoph. stagnophile,8,3,7,9,11,4,2,0,5,9
nc,nc,Stellaria alsine Grimm écoph. stagnophile,6,4,3,9,12,3,3,0,4,8
nc,nc,Agrostis stolonifera L. écoph. stagnophile,8,5,5,9,10,5,5,0,4,8
610664,610664,"Cabomba caroliniana A.Gray, 1848",7,8,5,9,12,5,6,0,4,8
nc,nc,Callitriche brutia Petagna écoph. vivace stagnophile,8,6,5,9,11,7,5,1,1,8
nc,nc,Callitriche cophocarpa Sendtn. écoph. vivace stagnophile,8,4,6,9,11,7,5,0,1,8
nc,nc,Callitriche hamulata Kütz. ex W.D.J.Koch écoph. vivace stagnophile,8,5,5,9,11,4,5,0,2,8
nc,nc,Callitriche obtusangula Le Gall écoph. vivace stagnophile,8,5,5,9,11,7,7,0,1,8
nc,nc,Callitriche palustris L. écoph. vivace stagnophile,7,5,5,9,11,5,5,0,2,8
nc,nc,Callitriche platycarpa Kutz. écoph. vivace stagnophile,8,5,5,9,11,7,7,0,1,8
nc,nc,Callitriche stagnalis Scop. écoph. vivace stagnophile,5,5,5,9,11,5,7,0,1,8
87486,87486,"Callitriche truncata Guss., 1826",8,6,3,9,11,5,5,0,1,8
132443,132443,"Callitriche truncata subsp. occidentalis (Rouy) Braun-Blanq., 1929",8,6,3,9,11,5,5,0,1,8
132444,132444,"Callitriche truncata subsp. truncata Guss., 1826",8,6,4,9,11,5,5,0,1,8
103027,103027,"Hottonia palustris L., 1753",6,6,5,9,12,5,5,0,2,8
116928,116928,"Ranunculus aquatilis L., 1753",8,5,5,9,11,5,5,0,2,8
117164,117164,"Ranunculus peltatus Schrank, 1789",8,5,4,9,11,5,5,0,2,8
117211,117211,"Ranunculus rionii Lagger, 1848",8,5,5,9,12,5,5,0,2,8
117255,117255,"Ranunculus trichophyllus Chaix, 1785",7,4,5,9,11,5,6,0,2,8
139828,139828,"Ranunculus trichophyllus subsp. trichophyllus Chaix, 1785",7,4,5,9,11,5,6,0,2,8
117258,117258,"Ranunculus tripartitus DC., 1807",8,5,3,9,11,4,3,0,2,8
nc,nc,Agrostis stolonifera L. écoph. rhéophile,8,5,5,9,12,5,6,0,3,8
nc,nc,Berula erecta (Huds.) Coville écoph. rhéophile,7,5,5,9,12,6,5,0,3,9
nc,nc,Butomus umbellatus L. écoph. rhéophile,7,6,4,9,12,6,6,0,2,8
nc,nc,Callitriche cophocarpa Sendtn. écoph. vivace rhéophile,7,5,6,9,12,5,6,0,2,8
nc,nc,Callitriche hamulata Kütz. ex W.D.J.Koch écoph. vivace rhéophile,7,5,5,9,12,4,6,0,2,8
nc,nc,Callitriche obtusangula Le Gall écoph. vivace rhéophile,7,5,5,9,12,6,6,0,2,8
nc,nc,Callitriche palustris L. écoph. vivace rhéophile,7,5,5,9,11,5,5,0,2,8
nc,nc,Callitriche platycarpa Kutz. écoph. vivace rhéophile,7,5,5,9,12,6,6,0,2,8
nc,nc,Callitriche stagnalis Scop. écoph. vivace rhéophile,7,5,5,9,12,6,6,0,2,8
nc,nc,Helosciadium nodiflorum (L.) W.D.J.Koch var. nodiflorum écoph. rhéophile,7,5,5,9,12,7,7,0,1,8
nc,nc,Juncus subnodulosus Schrank écoph rhéophile,7,5,4,9,12,8,4,1,2,9
nc,nc,Luronium natans écoph rhéophile,7,5,3,9,12,4,3,0,4,9
nc,nc,Mentha aquatica L. écoph rhéophile,7,5,5,9,12,5,5,0,2,8
nc,nc,Montia fontana L. écoph rhéophile,7,5,5,9,12,5,5,0,2,8
nc,nc,Myosotis scorpioides L. écoph. rhéophile,7,5,5,9,12,5,5,0,2,8
nc,nc,Nasturtium officinale W.T.Aiton écoph. rhéophile,7,5,5,9,12,5,5,0,2,8
nc,nc,Nuphar lutea (L.) Sm. écoph. rhéophile,7,5,5,9,12,6,5,0,1,8
nc,nc,Oenanthe aquatica (L.) Poir. écoph. rhéophile,7,5,5,9,12,6,6,0,1,8
nc,nc,Oenanthe fluviatilis (Bab.) Coleman écoph. rhéophile,7,6,3,9,12,7,6,0,1,8
nc,nc,Phalaris arundinacea L. subsp. arundinacea écoph. rhéophile,7,5,5,9,12,7,7,0,1,8
nc,nc,Potamogeton alpinus Balb. écoph. rhéophile,7,4,5,9,12,6,6,0,2,8
nc,nc,Potamogeton coloratus Hornem. écoph. rhéophile,7,5,4,9,12,7,5,0,1,8
nc,nc,Potamogeton natans L. écoph. rhéophile,7,5,5,9,12,5,7,0,1,8
115282,115282,"Potamogeton nodosus Poir., 1816",7,5,5,9,12,7,5,0,1,8
117027,117027,"Ranunculus fluitans Lam., 1779",7,5,5,9,12,7,5,0,5,8
nc,nc,Ranunculus peltatus Schrank écoph rhéophile,7,5,5,9,12,5,5,0,5,8
1056685,1056685,"Ranunculus penicillatus (Dumort.) Bab., 1874 s. str.",7,5,5,9,12,7,5,0,5,8
117184,117184,"Ranunculus pseudofluitans (Syme) Newbould ex Baker & Foggitt, 1865",7,5,5,9,12,7,5,0,5,8
nc,nc,Sagittaria sagittifolia L. écoph. rhéophile,7,5,5,9,12,7,8,0,1,8
nc,nc,Schoenoplectus lacustris (L.) Palla écoph. rhéophile,7,5,5,9,12,7,7,0,1,8
nc,nc,Sparganium emersum Rehmann écoph. rhéophile,7,5,5,9,12,6,8,0,1,8
nc,nc,Sparganium erectum subsp. neglectum (Beeby) K.Richt. écoph. rhéophile,7,5,5,9,12,6,8,0,1,8
nc,nc,Stellaria alsine Grimm écoph. rhéophile,6,4,3,9,12,3,3,0,4,8
nc,nc,Stuckenia pectinata (L.) Börner écoph. rhéophile,7,5,5,9,12,7,8,1,1,8
nc,nc,Veronica anagallis-aquatica L. écoph. rhéophile,7,5,5,9,12,6,6,0,2,8
nc,nc,Veronica beccabunga L. subsp. beccabunga écoph. rhéophile,7,5,5,9,12,7,7,0,2,8
nc,nc,Veronica catenata Pennell écoph. rhéophile,7,5,5,9,12,6,6,0,2,8
87474,87474,"Callitriche lenisulca Clavaud, 1890",8,7,2,9,11,8,6,8,4,8
116941,116941,"Ranunculus baudotii Godr., 1840",8,6,2,9,11,8,6,8,4,8
119688,119688,"Ruppia cirrhosa (Petagna) Grande, 1918",,,,,,,,,,
119691,119691,"Ruppia maritima L., 1753",8,5,2,9,12,8,6,8,4,8
119696,119696,"Ruppia spiralis L. ex Dumort., 1827",8,6,2,9,12,8,6,8,4,8
90208,90208,"Ceratophyllum demersum L., 1753",6,5,5,9,12,8,8,0,1,8
90221,90221,"Ceratophyllum platyacanthum Cham., 1829",6,5,5,9,12,6,8,0,1,8
1002024,1002024,"Ceratophyllum platyacanthum subsp. platyacanthum Cham., 1829",6,5,5,9,12,6,8,0,1,8
128308,128308,"Utricularia bremii Heer ex Koell., 1839",8,3,7,9,12,4,2,0,1,9
128311,128311,"Utricularia intermedia Hayne, 1800",8,3,7,9,12,7,2,0,1,9
128315,128315,"Utricularia minor L., 1753",8,4,5,9,12,7,2,0,1,9
128318,128318,"Utricularia ochroleuca R.W.Hartm., 1857",8,3,6,9,12,4,1,0,1,9
611365,611365,"Utricularia stygia G.Thor, 1988",8,3,7,9,12,4,1,0,1,9
90222,90222,"Ceratophyllum submersum L., 1763",6,5,4,9,12,5,5,1,2,8
128316,128316,"Utricularia neglecta Lehm., 1828",6,5,5,9,12,5,3,0,2,9
1017676,1017676,"Utricularia tenuicaulis Miki, 1935",,,,,,,,,,
128322,128322,"Utricularia vulgaris L., 1753",6,5,5,9,12,5,3,0,2,9
81869,81869,"Althenia filiformis Petit, 1829",8,9,2,9,12,8,6,8,4,8
131262,131262,"Althenia filiformis subsp. filiformis Petit, 1829",8,9,2,9,12,8,6,8,4,8
131263,131263,"Althenia filiformis subsp. orientalis Tzvelev, 1975",8,9,2,9,12,8,6,8,4,8
115226,115226,"Potamogeton acutifolius Link, 1818",8,4,4,9,12,5,6,0,1,8
115233,115233,"Potamogeton berchtoldii Fieber, 1838",8,5,5,9,12,7,7,1,1,8
115240,115240,"Potamogeton compressus L., 1753",8,5,5,9,12,7,5,0,1,8
115256,115256,"Potamogeton friesii Rupr., 1845",8,5,5,9,12,7,6,0,1,8
115286,115286,"Potamogeton obtusifolius Mert. & W.D.J.Koch, 1823",8,5,5,9,12,6,6,0,1,8
115305,115305,"Potamogeton pusillus L., 1753",8,5,5,9,12,6,7,1,1,8
115326,115326,"Potamogeton trichoides Cham. & Schltdl., 1827",8,5,5,9,12,5,5,0,1,8
130598,130598,"Zannichellia obtusifolia Talavera, García-Mur. & H.Smit, 1986",8,6,1,9,12,6,6,1,4,8
130599,130599,"Zannichellia palustris L., 1753",7,5,5,9,11,5,6,0,2,8
130601,130601,"Zannichellia pedunculata Rchb., 1829",8,7,2,9,12,8,6,8,4,8
130602,130602,"Zannichellia peltata Bertol., 1855",8,6,1,9,12,6,6,1,4,8
109207,109207,"Najas gracillima (A.Braun ex Engelm.) Magnus, 1870",5,6,4,9,12,7,4,0,2,8
109208,109208,"Najas graminea Delile, 1813",5,6,4,9,12,7,4,0,2,8
717324,717324,"Najas indica (Willd.) Cham., 1829",,,,,,,,,,
109213,109213,"Najas marina L., 1753",5,6,4,9,12,7,6,1,2,8
137967,137967,"Najas marina subsp. major (All.) Viinikka, 1976",5,6,4,9,12,7,6,1,2,8
137968,137968,"Najas marina subsp. marina L., 1753",5,6,4,9,12,7,6,1,2,8
109215,109215,"Najas minor All., 1773",5,5,4,9,12,7,4,0,2,8
92793,92793,"Crassula helmsii (Kirk) Cockayne, 1907",8,5,5,9,9,5,6,0,4,1
717180,717180,"Erythranthe guttata (Fisch. ex DC.) G.L.Nesom, 2012",8,5,5,9,9,5,6,0,1,8
99418,99418,"Galium elongatum C.Presl, 1822",5,5,5,9,8,5,5,0,1,8
101503,101503,"Heteranthera reniformis Ruiz & Pav., 1798",,,,,,,,,,
101504,101504,"Heteranthera rotundifolia (Kunth) Griseb., 1866",,,,,,,,,,
103129,103129,"Hydrocotyle bonariensis Lam., 1789",,,,,,,,,,
103139,103139,"Hydrocotyle ranunculoides L.f., 1782",8,5,4,9,9,5,5,0,3,8
106742,106742,"Ludwigia grandiflora (Michx.) Greuter & Burdet, 1987",7,6,4,9,9,5,6,0,4,8
612513,612513,"Ludwigia grandiflora subsp. hexapetala (Hook. & Arn.) G.L.Nesom & Kartesz, 2000",7,6,4,9,9,5,6,0,4,8
106748,106748,"Ludwigia peploides (Kunth) P.H.Raven, 1964",7,6,4,9,9,5,6,0,4,8
612514,612514,"Ludwigia peploides subsp. montevidensis (Spreng.) P.H.Raven, 1964",7,6,4,9,9,5,6,0,4,8
122069,122069,"Scutellaria galericulata L., 1753",7,5,5,9,8,6,6,0,1,8
128792,128792,"Veronica anagallis-aquatica L., 1753",8,5,5,9,9,7,6,0,1,8
128808,128808,"Veronica beccabunga L., 1753",8,5,5,9,9,7,7,0,1,8
142142,142142,"Veronica beccabunga subsp. beccabunga L., 1753",8,5,5,9,9,7,7,0,1,8
128829,128829,"Veronica catenata Pennell, 1921",8,5,5,9,9,7,6,0,1,8
109091,109091,"Myosotis scorpioides L., 1753",8,5,5,9,8,7,5,0,1,8
85798,85798,"Berula erecta (Huds.) Coville, 1893",6,5,4,9,9,7,5,0,1,9
101221,101221,"Helosciadium nodiflorum (L.) W.D.J.Koch, 1824",8,6,5,9,9,7,7,0,1,8
109422,109422,"Nasturtium officinale W.T.Aiton, 1812",7,5,4,9,9,6,6,0,1,8
89316,89316,"Catabrosa aquatica (L.) P.Beauv., 1812",8,4,5,9,9,7,6,0,2,8
95895,95895,"Eleocharis bonariensis Nees, 1840",8,7,3,8,9,7,5,0,2,8
100382,100382,"Glyceria declinata Bréb., 1859",7,6,4,9,8,7,7,0,1,8
100387,100387,"Glyceria fluitans (L.) R.Br., 1810",7,5,4,9,9,4,4,0,4,9
100398,100398,"Glyceria notata Chevall., 1827",8,5,4,9,9,5,6,0,2,8
105400,105400,"Leersia oryzoides (L.) Sw., 1788",8,6,3,9,9,5,7,0,2,8
141334,141334,"Sparganium erectum subsp. neglectum (Beeby) K.Richt., 1890",8,5,5,9,9,6,7,0,1,8
87540,87540,"Caltha palustris L., 1753",4,5,5,9,8,5,6,0,1,9
96130,96130,"Epilobium alsinifolium Vill., 1779",6,3,4,9,8,5,5,0,2,9
96134,96134,"Epilobium anagallidifolium Lam., 1786",8,2,3,8,7,5,4,0,6,7
124967,124967,"Stellaria alsine Grimm, 1767",5,5,3,9,8,4,4,0,4,9
108785,108785,"Montia fontana L., 1753",8,3,3,9,8,4,4,0,2,9
137877,137877,"Montia fontana subsp. amporitana Sennen, 1911",8,3,3,9,8,4,4,0,2,9
137879,137879,"Montia fontana subsp. fontana L., 1753",8,3,3,9,8,4,4,0,2,9
137883,137883,"Montia fontana subsp. minor (C.C.Gmel.) Schoebl. & G.Martens, 1834",7,5,3,7,7,4,4,0,3,4
81046,81046,"Alchemilla borderei Buser ex E.Fröhner, 1995",,,,,,,,,,
81073,81073,"Alchemilla filicaulis Buser, 1893",8,3,5,9,8,4,4,0,2,9
81153,81153,"Alchemilla reniformis Buser, 1894",8,3,5,9,8,4,4,0,2,9
96218,96218,"Epilobium nutans F.W.Schmidt, 1794",8,3,4,9,8,4,4,0,1,9
98506,98506,"Festuca rivularis Boiss., 1838",8,3,4,9,8,4,3,0,2,9
718354,718354,"Festuca rivularis subsp. rivularis Boiss., 1838",8,3,4,9,8,4,3,0,2,9
717310,717310,"Micranthes stellaris (L.) Galasso, Banfi & Soldano, 2005",7,3,4,9,8,6,5,0,4,9
120976,120976,"Saxifraga aquatica Lapeyr., 1801",5,4,5,9,8,7,4,0,2,8
611355,611355,"Scorzoneroides duboisii (Sennen) Greuter, 2006",8,2,4,9,8,4,3,0,2,9
122281,122281,"Sedum villosum L., 1753",8,3,4,9,9,3,1,0,4,9
125726,125726,"Taraxacum reophilum Soest, 1959",,,,,,,,,,
109101,109101,"Myosotis stolonifera (J.Gay ex DC.) J.Gay ex Leresche & Levier, 1880",,,,,,,,,,
117056,117056,"Ranunculus hederaceus L., 1753",8,6,3,9,9,3,3,0,2,8
117104,117104,"Ranunculus lutarius (Revel) Bouvet, 1874",,,,,,,,,,
117144,117144,"Ranunculus ololeucos J.Lloyd, 1844",8,6,3,9,10,4,3,0,2,9
117145,117145,"Ranunculus omiophyllus Ten., 1830",8,6,3,9,10,4,3,0,2,9
997006,997006,"Hesperocodon hederaceus (L.) Eddie & Cupido, 2014",7,6,3,8,8,3,3,0,1,9
107085,107085,"Lysimachia tenella L., 1753",7,6,3,8,8,5,2,0,1,9
113626,113626,"Pinguicula lusitanica L., 1753",8,6,2,8,8,2,2,0,1,9
123179,123179,"Sibthorpia europaea L., 1753",5,6,3,9,8,7,4,0,1,8
87892,87892,"Cardamine amara L., 1753",4,4,5,9,8,6,5,0,2,8
132549,132549,"Cardamine amara subsp. amara L., 1753",4,4,5,9,8,6,5,0,2,8
612022,612022,"Cardamine amara subsp. pyrenaea Sennen, 1929",5,2,4,9,8,6,5,0,2,8
87969,87969,"Cardamine raphanifolia Pourr., 1788",7,3,4,9,8,4,5,0,2,7
91118,91118,"Chrysosplenium alternifolium L., 1753",4,4,4,9,8,7,5,0,3,8
91120,91120,"Chrysosplenium oppositifolium L., 1753",4,4,4,9,8,7,5,0,3,8
91256,91256,"Circaea alpina L., 1753",4,3,6,7,6,3,4,0,2,5
133298,133298,"Circaea alpina subsp. alpina L., 1753",4,3,6,7,6,3,4,0,2,5
96220,96220,"Epilobium obscurum Schreb., 1771",7,4,4,9,8,4,5,0,2,7
96251,96251,"Epilobium roseum Schreb., 1771",8,5,5,9,9,7,7,0,1,8
134123,134123,"Epilobium roseum subsp. roseum Schreb., 1771",8,5,5,9,9,7,7,0,1,8
121177,121177,"Saxifraga rotundifolia L., 1753",3,3,3,9,7,7,6,0,1,8
140688,140688,"Saxifraga rotundifolia subsp. rotundifolia L., 1753",3,3,3,9,7,7,6,0,1,8
151256,151256,"Saxifraga rotundifolia var. rotundifolia L., 1753",3,3,3,9,7,7,6,0,1,8
125021,125021,"Stellaria nemorum L., 1753",4,5,5,9,7,6,5,0,2,8
141462,141462,"Stellaria nemorum subsp. nemorum L., 1753",4,5,5,9,7,6,5,0,2,8
126945,126945,"Trachystemon orientalis (L.) D.Don ex G.Don, 1837",4,4,4,7,7,4,4,0,2,3
87915,87915,"Cardamine flexuosa With., 1796",4,5,5,8,7,7,5,0,3,8
88819,88819,"Carex remota L., 1755",5,4,4,9,8,4,3,0,4,9
88893,88893,"Carex strigosa Huds., 1778",5,4,3,9,7,4,3,0,4,9
107072,107072,"Lysimachia nemorum L., 1753",4,5,4,8,7,4,4,0,4,9
128924,128924,"Veronica montana L., 1755",4,5,4,8,7,4,5,0,4,9
121077,121077,"Saxifraga hirsuta L., 1759",4,6,4,7,5,4,5,0,3,4
124144,124144,"Soldanella villosa Darracq ex Labarrère, 1850",8,2,5,9,8,4,4,0,2,9
87911,87911,"Cardamine dentata Schult., 1809",4,5,5,9,7,7,5,0,2,8
717182,717182,"Erythranthe moschata (Douglas ex Lindl.) G.L.Nesom, 2012",5,4,5,9,7,7,6,0,4,8
120965,120965,"Saxifraga aizoides L., 1753",7,3,6,9,8,7,3,0,4,9
121124,121124,"Saxifraga mutata L., 1762",5,4,5,9,8,7,4,0,2,8
126925,126925,"Tozzia alpina L., 1753",5,3,7,9,7,7,5,0,3,8
129520,129520,"Viola biflora L., 1753",3,3,3,9,7,7,6,0,1,8
81059,81059,"Alchemilla coriacea Buser, 1891",8,3,5,9,8,4,4,0,2,9
81104,81104,"Alchemilla incisa Buser, 1892",5,3,7,9,8,7,4,0,2,8
83409,83409,"Arabis soyeri Reut. & A.L.P.Huet, 1853",5,3,7,9,8,7,4,0,2,8
131559,131559,"Arabis soyeri subsp. soyeri Reut. & A.L.P.Huet, 1853",5,3,7,9,8,7,4,0,2,8
131560,131560,"Arabis soyeri subsp. subcoriacea (Gren.) Breistr., 1947",5,3,7,9,8,7,4,0,2,8
85720,85720,"Bellidiastrum michelii Cass., 1817",7,3,7,9,7,7,4,0,1,9
87897,87897,"Cardamine asarifolia L., 1753",7,3,4,9,8,5,5,0,2,7
88519,88519,"Carex frigida All., 1785",8,2,7,8,8,7,2,0,3,9
92054,92054,"Cochlearia pyrenaica DC., 1821",7,3,7,9,8,7,4,0,2,9
128969,128969,"Veronica ponae Gouan, 1773",8,3,3,8,8,4,4,0,3,9
87920,87920,"Cardamine graeca L., 1753",7,3,3,8,7,7,4,0,1,8
88673,88673,"Carex microcarpa Bertol. ex Moris, 1827",7,3,3,8,7,7,4,0,2,8
93755,93755,"Cymbalaria aequitriloba (Viv.) A.Chev., 1937",7,3,3,8,7,7,4,0,2,8
95147,95147,"Dipsacus ferox Loisel., 1807",7,3,3,8,7,7,4,0,2,8
105837,105837,"Leucojum pulchellum Salisb., 1807",7,3,3,8,7,7,4,0,1,8
1048225,1048225,"Narcissus miniatus Donn.-Morg., Koop. & Zonn., 2005",7,3,3,8,7,7,4,0,1,8
124147,124147,"Soleirolia soleirolii (Req.) Dandy, 1964",3,8,3,7,6,6,5,0,8,2
90265,90265,"Cerinthe tenuiflora Bertol., 1836",7,3,3,8,7,7,4,0,2,8
93762,93762,"Cymbalaria hepaticifolia (Poir.) Wettst., 1891",7,3,3,8,7,7,4,0,2,8
109096,109096,"Myosotis soleirolii (Nyman) Godr. ex Rouy, 1896",7,3,3,8,7,7,4,0,1,8
109375,109375,"Narthecium reverchonii Čelak., 1887",7,3,3,8,7,7,4,0,1,8
117111,117111,"Ranunculus marschlinsii Steud., 1841",7,3,3,8,7,7,4,0,1,8
121022,121022,"Saxifraga corsica (Ser.) Gren. & Godr., 1848",7,3,3,8,7,7,4,0,2,8
151255,151255,"Saxifraga rotundifolia var. insularis Briq., 1913",7,3,3,8,7,7,4,0,2,8
128431,128431,"Valeriana rotundifolia Vill., 1787",7,3,3,8,7,7,4,0,1,8
998492,998492,"Valeriana tripartita (Gamisans) J.-M.Tison, 2021",7,3,3,8,7,7,4,0,1,8
107125,107125,"Lythrum tribracteatum Salzm. ex Spreng., 1827",8,6,4,7,8,4,3,0,4,3
1015899,1015899,"Sporobolus aculeatus (L.) P.M.Peterson, 2014",9,7,4,7,8,6,8,3,4,3
95889,95889,"Eleocharis acicularis (L.) Roem. & Schult., 1817",7,6,3,9,10,3,2,0,4,9
104145,104145,"Juncus bulbosus L., 1753",8,6,4,9,8,4,3,1,4,9
106419,106419,"Littorella uniflora (L.) Asch., 1864",7,5,5,9,9,5,2,1,5,9
124412,124412,"Sparganium natans L., 1753",7,5,4,9,8,5,3,0,2,9
83756,83756,"Aristavena setacea (Huds.) F.Albers & Butzin, 1977",8,6,4,9,9,5,3,0,3,9
85486,85486,"Baldellia ranunculoides (L.) Parl., 1854",8,6,3,9,9,5,3,1,4,9
718909,718909,"Baldellia repens (Lam.) Ooststr. ex Lawalrée, 1959",8,6,3,9,9,5,3,1,4,9
718211,718211,"Baldellia repens subsp. cavanillesii (Molina Abril, A.Galín, J.M.Pizarro & Sard.Rosc.) Talavera, 2008",8,6,3,9,9,5,3,1,4,9
95916,95916,"Eleocharis multicaulis (Sm.) Desv., 1818",8,6,4,9,9,4,3,1,4,9
104208,104208,"Juncus heterophyllus Dufour, 1825",8,6,3,9,9,4,3,0,4,9
608144,608144,"Caropsis verticillato-inundata (Thore) Rauschert, 1982",8,6,3,8,9,5,3,0,4,9
103832,103832,"Isoetes boryana Durieu, 1861",7,3,7,9,12,4,2,0,5,9
106428,106428,"Lobelia dortmanna L., 1753",8,4,3,9,10,5,2,0,5,9
83001,83001,"Antinoria agrostidea (DC.) Parl., 1845",8,6,3,9,9,5,3,0,3,9
131495,131495,"Antinoria agrostidea subsp. agrostidea (DC.) Parl., 1845",8,6,3,9,9,5,3,0,3,9
97152,97152,"Eryngium viviparum J.Gay, 1848",8,6,3,8,9,5,2,0,4,9
101220,101220,"Helosciadium inundatum (L.) W.D.J.Koch, 1824",7,6,3,8,9,5,3,0,4,9
101223,101223,"Helosciadium repens (Jacq.) W.D.J.Koch, 1824",8,6,3,8,9,5,3,1,4,9
103272,103272,"Hypericum elodes L., 1759",8,6,3,9,10,4,3,0,2,9
103862,103862,"Isolepis fluitans (L.) R.Br., 1810",8,6,4,9,9,3,2,0,4,9
106747,106747,"Ludwigia palustris (L.) Elliott, 1817",8,6,3,9,10,4,4,0,2,9
109092,109092,"Myosotis secunda Al.Murray, 1836",8,7,3,9,9,5,3,0,3,9
113547,113547,"Pilularia globulifera L., 1753",8,6,3,9,9,4,2,0,5,9
119824,119824,"Sagina revelierei Jord. & Fourr., 1866",8,5,3,9,8,4,3,0,4,9
81260,81260,"Alisma gramineum Lej., 1811",8,6,5,9,9,5,4,0,2,9
103850,103850,"Isoetes tenuissima Boreau, 1851",8,6,3,9,12,5,3,0,4,9
107407,107407,"Marsilea quadrifolia L., 1753",7,7,4,9,10,5,4,0,2,9
611746,611746,"Isoetes creussensis Lazare & S.Riba, 2010",7,2,3,9,12,5,3,0,5,9
103841,103841,"Isoetes echinospora Durieu, 1861",7,6,3,9,12,5,2,0,5,9
103843,103843,"Isoetes lacustris L., 1753",7,5,3,9,12,4,2,0,5,9
718763,718763,"Ranunculus flammula var. ovalis (Bigelow) L.D.Benson, 1942",8,4,7,9,9,5,2,0,5,9
124405,124405,"Sparganium angustifolium Michx., 1803",8,3,7,9,11,4,2,0,5,9
95923,95923,"Eleocharis parvula (Roem. & Schult.) Link ex Bluff, Nees & Schauer, 1836",7,4,2,9,10,7,5,8,4,8
