CD_NOM,CD_REF,NOM_SCIENTIFIQUE,L,T,C,HA,HE,R,N,S,Tx,MO
127117,127117,"Traunsteinera globosa (L.) Rchb., 1842",7,3,5,6,6,8,3,0,3,3
127503,127503,"Trifolium thalii Vill., 1779",7,2,7,6,6,8,5,0,3,3
123079,123079,"Sesleria insularis Sommier, 1906",7,2,3,6,5,9,3,0,3,2
141053,141053,"Sesleria insularis subsp. insularis Sommier, 1906",7,2,3,6,5,9,3,0,3,2
80007,80007,"Aconitum anthora L., 1753",7,3,3,6,6,8,5,0,2,2
1079427,1079427,"Aconitum anthora subsp. anthora L., 1753",7,3,3,6,6,8,5,0,2,2
85839,85839,"Betonica hirsuta L., 1771",7,3,4,5,4,8,4,0,3,2
144859,144859,"Bupleurum ranunculoides var. gramineum (Vill.) Lapeyr. ex Briq., 1897",7,3,5,5,3,8,4,0,3,2
717745,717745,"Cyanus graminifolius (Lam.) OlÅ¡avskí, 2009",7,2,6,3,3,8,3,0,3,2
93682,93682,"Cyanus triumfetti (All.) Dostál ex Á.Löve & D.Löve, 1961",7,3,5,5,4,7,4,0,3,2
94153,94153,"Cytisus polytrichus M.Bieb., 1819",8,3,4,5,4,7,4,0,3,2
101114,101114,"Helictotrichon parlatorei (J.Woods) Pilg., 1938",9,2,6,6,5,9,3,0,5,2
101122,101122,"Helictotrichon sempervirens (Vill.) Pilg., 1938",9,2,6,6,5,9,3,0,5,2
101126,101126,"Helictotrichon setaceum (Vill.) Henrard, 1940",9,2,6,6,5,9,3,0,5,2
717785,717785,"Leucopoa dimorpha (Guss.) H.Scholz & Foggi, 2005",9,2,6,6,4,8,3,0,5,2
83638,83638,"Arenaria purpurascens Ramond ex DC., 1805",7,2,3,5,5,8,3,0,5,2
84699,84699,"Aster pyrenaeus Desf. ex DC., 1805",8,2,3,5,5,8,3,0,5,2
131926,131926,"Astragalus sempervirens subsp. catalaunicus (Braun-Blanq.) Laí­nz, 1969",8,2,3,4,4,8,2,0,3,2
86475,86475,"Brimeura amethystina (L.) Chouard, 1930",8,2,3,5,5,9,2,0,5,2
132595,132595,"Carduus defloratus nothosubsp. medius (Gouan) Bonnier, 1923",7,2,7,6,3,8,4,0,3,2
97140,97140,"Eryngium bourgatii Gouan, 1773",9,2,3,3,4,8,4,0,5,2
134292,134292,"Eryngium bourgatii subsp. bourgatii Gouan, 1773",9,2,3,3,4,8,4,0,5,2
98246,98246,"Festuca gautieri (Hack.) K.Richt., 1890",9,1,3,4,5,2,1,0,4,7
134524,134524,"Festuca gautieri subsp. gautieri (Hack.) K.Richt., 1890",9,1,3,4,5,2,1,0,4,7
162147,162147,"Gymnadenia gabasiana (Teppner & E.Klein) Teppner & E.Klein, 1998",8,2,3,7,4,8,2,0,3,2
135263,135263,"Helictotrichon sedenense subsp. gervaisii Romero Zarco, 1984",9,2,4,4,5,8,2,0,4,2
105687,105687,"Lepidium villarsii Gren. & Godr., 1847",8,2,6,5,4,8,3,0,5,2
137229,137229,"Lepidium villarsii subsp. villarsii Gren. & Godr., 1847",8,2,6,5,4,8,3,0,5,2
110126,110126,"Onobrychis pyrenaica (Sennen) Sennen ex Å irj., 1925",9,2,3,4,4,9,2,0,3,2
110162,110162,"Ononis aragonensis Asso, 1779",9,2,3,4,4,9,2,0,3,2
129290,129290,"Vicia pyrenaica Pourr., 1788",7,2,7,6,5,8,4,0,3,2
109262,109262,"Narcissus jacetanus Fern.Casas, 1984",,,,,,,,,,
115884,115884,"Primula intricata Gren. & Godr., 1853",7,2,7,6,6,8,5,0,2,3
80980,80980,"Ajuga genevensis L., 1753",8,5,5,5,4,7,3,0,3,2
81378,81378,"Allium flexum Waldst. & Kit., 1812",7,4,5,6,5,7,7,0,3,2
82999,82999,"Anthyllis vulneraria L., 1753",8,5,4,4,3,7,2,0,3,2
131493,131493,"Anthyllis vulneraria subsp. vulneraria L., 1753",8,5,4,4,3,7,2,0,3,2
83332,83332,"Arabis hirsuta (L.) Scop., 1772",7,5,5,5,4,8,3,0,3,2
84306,84306,"Asperula cynanchica L., 1753",7,7,4,5,3,8,3,0,3,2
84320,84320,"Asperula pyrenaica L., 1753",7,3,3,5,3,8,3,0,3,2
86512,86512,"Bromopsis erecta (Huds.) Fourr., 1869",8,5,5,3,3,8,3,0,3,2
718318,718318,"Bromopsis erecta subsp. erecta (Huds.) Fourr., 1869",8,5,5,3,3,8,3,0,3,2
717108,717108,"Bromopsis riparia (Rehmann) Holub, 1973",,,,,,,,,,
611688,611688,"Erigeron acris L., 1753",9,5,5,5,4,8,4,0,3,2
612619,612619,"Erigeron acris subsp. acris L., 1753",9,5,5,5,4,8,4,0,3,2
612622,612622,"Erigeron acris subsp. serotinus (Weihe ex Rchb.) Greuter, 2003",8,5,5,4,4,8,6,0,3,2
97141,97141,"Eryngium campestre L., 1753",9,5,5,3,3,8,5,0,3,2
97490,97490,"Euphorbia cyparissias L., 1753",8,5,5,4,3,7,3,0,3,2
97811,97811,"Euphrasia stricta D.Wolff ex J.F.Lehm., 1809",8,6,4,5,4,7,2,0,3,2
98258,98258,"Festuca glauca Vill., 1787",8,9,1,7,5,6,5,6,8,3
610594,610594,"Galatella sedifolia (L.) Greuter, 2003",8,7,3,3,5,7,3,0,2,2
612633,612633,"Galatella sedifolia subsp. sedifolia (L.) Greuter, 2003",8,7,3,3,5,7,3,0,2,2
99582,99582,"Galium verum L., 1753",7,5,5,4,3,7,3,0,3,2
134957,134957,"Galium verum subsp. verum L., 1753",7,5,5,4,3,7,3,0,3,2
147342,147342,"Galium verum var. verum L., 1753",7,5,5,4,3,7,3,0,3,2
100338,100338,"Globularia bisnagarica L., 1753",8,6,4,3,3,9,2,0,3,2
100956,100956,"Helianthemum nummularium (L.) Mill., 1768",7,6,4,3,3,7,3,0,3,2
102842,102842,"Hippocrepis comosa L., 1753",7,5,4,3,3,7,2,0,3,2
104665,104665,"Koeleria pyramidata (Lam.) P.Beauv., 1812",8,5,5,3,3,8,2,0,3,2
718369,718369,"Koeleria pyramidata subsp. pyramidata (Lam.) P.Beauv., 1812",8,5,5,3,3,8,2,0,3,2
104764,104764,"Lactuca perennis L., 1753",9,6,4,3,4,8,5,0,3,2
106346,106346,"Linum tenuifolium L., 1753",9,6,4,2,3,9,2,0,3,1
106653,106653,"Lotus corniculatus L., 1753",7,5,5,4,4,7,3,0,3,2
137440,137440,"Lotus corniculatus subsp. corniculatus L., 1753",7,5,5,4,4,7,3,0,3,2
137666,137666,"Medicago sativa subsp. falcata (L.) Arcang., 1882",8,5,5,5,4,9,3,0,3,2
162206,162206,"Neotinea tridentata (Scop.) R.M.Bateman, Pridgeon & M.W.Chase, 1997",9,7,4,4,4,9,2,0,3,2
718272,718272,"Pilosella piloselloides subsp. bauhinii (Schult.) S.Bräut. & Greuter, 2007",9,6,8,5,3,7,2,0,3,2
113596,113596,"Pimpinella saxifraga L., 1753",7,5,5,5,4,7,2,0,3,2
612282,612282,"Pimpinella saxifraga subsp. nigra (Mill.) Thell., 1926",7,3,8,4,4,7,2,0,3,2
138811,138811,"Pimpinella saxifraga subsp. saxifraga L., 1753",7,5,5,5,4,7,2,0,3,2
115694,115694,"Potentilla verna L., 1753",8,4,4,4,4,7,2,0,2,2
115789,115789,"Poterium sanguisorba L., 1753",7,6,5,4,4,8,2,0,3,2
620592,620592,"Poterium sanguisorba subsp. sanguisorba L., 1753",7,6,5,4,4,8,2,0,3,2
116952,116952,"Ranunculus bulbosus L., 1753",8,5,3,5,5,7,3,0,3,2
120685,120685,"Salvia pratensis L., 1753",8,7,4,4,4,8,4,0,3,2
121334,121334,"Scabiosa columbaria L., 1753",8,6,3,3,3,6,3,0,3,2
123037,123037,"Seseli montanum L., 1753",8,6,5,5,4,8,3,0,3,2
141045,141045,"Seseli montanum subsp. montanum L., 1753",8,6,5,5,4,8,3,0,3,2
125981,125981,"Teucrium chamaedrys L., 1753",7,7,4,2,3,8,1,0,9,1
126008,126008,"Teucrium montanum L., 1753",8,5,4,3,3,9,1,0,3,1
81347,81347,"Allium coloratum Spreng., 1825",6,4,6,3,3,8,4,0,3,2
81520,81520,"Allium sphaerocephalon L., 1753",9,5,5,3,4,8,3,0,9,1
131212,131212,"Allium sphaerocephalon subsp. sphaerocephalon L., 1753",9,5,5,3,4,8,3,0,9,1
143283,143283,"Allium sphaerocephalon var. sphaerocephalon L., 1753",9,5,5,3,4,8,3,0,9,1
84869,84869,"Astragalus monspessulanus L., 1753",8,6,4,4,3,9,2,0,3,2
131916,131916,"Astragalus monspessulanus subsp. monspessulanus L., 1753",8,6,4,4,3,9,2,0,3,2
86045,86045,"Biscutella laevigata L., 1771",8,7,4,3,4,7,2,0,3,1
132153,132153,"Biscutella laevigata subsp. laevigata L., 1771",8,7,4,3,4,7,2,0,3,1
86169,86169,"Bothriochloa ischaemum (L.) Keng, 1936",9,7,6,3,3,8,3,0,4,1
88560,88560,"Carex halleriana Asso, 1779",5,5,4,3,3,8,3,0,2,2
88582,88582,"Carex humilis Leyss., 1758",7,5,5,3,3,8,3,0,3,2
91116,91116,"Chrysopogon gryllus (L.) Trin., 1820",9,6,7,4,4,8,3,0,3,2
92527,92527,"Coronilla minima L., 1756",8,6,4,3,3,9,2,0,3,2
133436,133436,"Coronilla minima subsp. minima L., 1756",8,6,4,3,3,9,2,0,3,2
99028,99028,"Fumana procumbens (Dunal) Gren. & Godr., 1847",9,7,3,2,2,9,1,0,3,2
100896,100896,"Helianthemum apenninum (L.) Mill., 1768",8,6,4,3,3,8,1,0,3,2
135166,135166,"Helianthemum apenninum subsp. apenninum (L.) Mill., 1768",8,6,4,3,3,8,1,0,3,2
981676,981676,"Helianthemum oelandicum var. canescens (Hartm.) Fr., 1824",8,7,4,3,3,8,3,0,3,2
1002106,1002106,"Helianthemum oelandicum var. italicum (L.) DC., 1813",8,6,4,3,3,8,1,0,3,2
103639,103639,"Inula montana L., 1753",7,7,4,4,3,8,1,0,3,2
998978,998978,"Knautia collina Heynh., 1840",8,6,4,4,4,8,1,0,3,2
104680,104680,"Koeleria vallesiana (Honck.) Gaudin, 1808",9,6,5,2,2,9,1,0,3,2
137044,137044,"Koeleria vallesiana subsp. vallesiana (Honck.) Gaudin, 1808",9,6,5,2,2,9,1,0,3,2
105490,105490,"Leontodon crispus Vill., 1779",8,6,4,4,4,8,1,0,3,2
159926,159926,"Minuartia glomerata (M.Bieb.) Degen, 1910",9,2,6,4,3,8,2,0,8,1
159924,159924,"Minuartia glomerata subsp. burnatii (Rouy & Foucaud) Favarger & F.Conti, 2000",9,2,6,4,3,8,2,0,8,1
928790,928790,"Minuartia glomerata subsp. cymifera (Rouy & Foucaud) Favarger & F.Conti, 2000",9,2,6,4,3,8,2,0,8,1
109838,109838,"Odontites luteus (L.) Clairv., 1811",7,6,5,4,4,9,2,0,3,2
138127,138127,"Odontites luteus subsp. luteus (L.) Clairv., 1811",7,6,5,4,4,9,2,0,3,2
110181,110181,"Ononis cristata Mill., 1768",8,3,6,7,4,6,3,0,3,2
110211,110211,"Ononis natrix L., 1753",8,8,3,3,3,8,1,0,3,2
138189,138189,"Ononis natrix subsp. natrix L., 1753",8,8,3,3,3,8,1,0,3,2
110221,110221,"Ononis pusilla L., 1759",8,8,3,4,3,9,2,0,3,2
923255,923255,"Ononis pusilla subsp. pusilla L., 1759",8,8,3,4,3,9,2,0,3,2
124805,124805,"Stachys recta L., 1767",7,6,4,3,3,9,2,0,3,2
141418,141418,"Stachys recta subsp. recta L., 1767",7,6,4,3,3,9,2,0,3,2
125142,125142,"Stipa eriocaulis Borbás, 1878",9,8,3,3,3,8,2,0,2,2
141475,141475,"Stipa eriocaulis subsp. eriocaulis Borbás, 1878",9,8,3,3,3,8,2,0,2,2
141645,141645,"Thesium humifusum subsp. divaricatum (Jan ex Mert. & W.D.J.Koch) Bonnier & Layens, 1894",8,6,4,3,4,8,1,0,3,2
127595,127595,"Trinia glauca (L.) Dumort., 1827",9,6,4,3,3,8,1,0,3,2
141936,141936,"Trinia glauca subsp. glauca (L.) Dumort., 1827",9,6,4,3,3,8,1,0,3,2
613127,613127,"Trinia glauca var. glauca (L.) Dumort., 1827",9,6,4,3,3,8,1,0,3,2
81433,81433,"Allium moly L., 1753",9,7,3,3,4,8,3,0,3,2
82985,82985,"Anthyllis montana L., 1753",9,6,4,5,4,9,2,0,3,2
131465,131465,"Anthyllis montana subsp. montana L., 1753",9,6,4,5,4,9,2,0,3,2
83171,83171,"Aphyllanthes monspeliensis L., 1753",7,7,4,5,6,7,4,0,2,2
83535,83535,"Arenaria aggregata (L.) Loisel., 1827",8,8,3,3,4,5,2,0,9,1
131577,131577,"Arenaria aggregata subsp. aggregata (L.) Loisel., 1827",8,8,3,3,4,5,2,0,9,1
84791,84791,"Astragalus alopecurus Pall., 1800",8,6,4,4,3,8,2,0,3,2
84859,84859,"Astragalus leontinus Wulfen, 1781",8,6,4,4,3,8,2,0,3,2
86018,86018,"Biscutella auriculata L., 1753",,,,,,,,,,
86025,86025,"Biscutella cichoriifolia Loisel., 1810",8,6,4,3,4,7,3,0,5,1
159571,159571,"Bromopsis pannonica (Kumm. & Sendtn.) Holub, 1973",8,6,7,3,4,8,3,0,3,2
718320,718320,"Bromopsis pannonica subsp. pannonica (Kumm. & Sendtn.) Holub, 1973",8,6,7,3,4,8,3,0,3,2
132357,132357,"Bupleurum ranunculoides subsp. telonense (Gren. ex Timb.-Lagr.) H.J.Coste, 1893",7,6,6,3,4,8,2,0,3,2
89145,89145,"Carlina acanthifolia All., 1773",8,2,4,5,4,6,4,0,3,2
132839,132839,"Carlina acanthifolia subsp. acanthifolia All., 1773",8,6,4,3,3,7,3,0,3,2
89235,89235,"Carthamus mitissimus L., 1753",7,7,4,3,3,8,3,0,3,2
132919,132919,"Centaurea jordaniana subsp. aemilii (Briq.) Kerguélen, 1998",8,3,4,4,4,8,4,0,3,2
132970,132970,"Centaurea paniculata subsp. pallidula Rouy, 1904",7,3,3,4,4,8,4,0,3,2
132972,132972,"Centaurea paniculata subsp. polycephala (Jord.) Nyman, 1879",7,8,3,3,3,8,4,0,3,2
89940,89940,"Cephalaria leucantha (L.) Schrad. ex Roem. & Schult., 1818",8,8,3,3,3,8,4,0,7,1
133088,133088,"Cerastium arvense subsp. suffruticosum (L.) Ces., 1844",8,6,4,3,3,7,3,0,3,2
133499,133499,"Crepis albida subsp. albida Vill., 1779",7,6,4,3,3,8,3,0,3,2
92996,92996,"Crepis albida Vill., 1779",7,6,4,3,3,8,3,0,3,2
94753,94753,"Dianthus godronianus Jord., 1852",8,7,4,3,4,8,2,0,3,2
94820,94820,"Dianthus scaber Chaix, 1785",8,2,4,3,3,8,3,0,3,2
134553,134553,"Festuca marginata subsp. alopecuroides (Hack.) K.Richt., 1890",8,2,3,5,5,6,2,0,3,2
98979,98979,"Fritillaria montana Hoppe, 1832",8,6,3,5,5,7,3,0,3,2
99182,99182,"Gagea lacaitae A.Terracc., 1904",8,5,4,3,3,8,3,0,3,2
160974,160974,"Gagea polidorii J.-M.Tison, 2004",5,2,7,5,5,7,3,0,3,2
99406,99406,"Galium corrudifolium Vill., 1779",8,5,3,3,4,8,3,0,3,2
99457,99457,"Galium lucidum All., 1773",7,5,4,5,4,5,2,0,7,1
1077319,1077319,"Galium lucidum subsp. lucidum All., 1773",7,5,4,5,4,5,2,0,7,1
997255,997255,"Galium obliquum Vill., 1779",5,2,5,3,3,8,3,0,3,2
103492,103492,"Iberis saxatilis L., 1756",9,6,4,4,3,8,2,0,3,2
136829,136829,"Iberis saxatilis subsp. saxatilis L., 1756",9,6,4,4,3,8,2,0,3,2
104558,104558,"Knautia timeroyi Jord., 1848",8,3,7,4,3,7,3,0,3,2
105793,105793,"Leucanthemum graminifolium (L.) Lam., 1779",9,7,4,5,4,9,2,0,3,2
105814,105814,"Leucanthemum subglaucum de Laramb., 1861",8,6,3,5,4,8,2,0,3,2
106278,106278,"Linum appressum Caball., 1944",8,7,4,4,4,8,2,0,2,2
106320,106320,"Linum narbonense L., 1753",9,8,4,5,6,8,2,0,3,2
1014919,1014919,"Linum narbonense subsp. narbonense L., 1753",9,8,4,5,6,8,2,0,3,2
610901,610901,"Lotus herbaceus (Vill.) Jauzein, 2010",6,6,3,3,4,8,3,0,3,2
788882,788882,"Muscari baeticum Blanca, Ruíz Rejón & Suár.-Sant., 2007",,,,,,,,,,
109847,109847,"Odontites viscosus (L.) Clairv., 1811",5,7,5,4,4,6,3,0,3,2
138138,138138,"Odontites viscosus subsp. viscosus (L.) Clairv., 1811",5,7,5,4,4,6,3,0,3,2
159746,159746,"Onobrychis argentea Boiss., 1840",7,3,3,3,3,7,4,0,3,2
110205,110205,"Ononis minutissima L., 1753",8,8,3,4,5,8,4,0,3,2
110230,110230,"Ononis rotundifolia L., 1753",7,6,4,5,3,8,2,0,3,2
110237,110237,"Ononis striata Gouan, 1773",8,6,4,4,3,8,2,0,3,2
1053574,1053574,"Ophrys scolopax subsp. vetula (Risso) Kreutz, 2004",8,8,4,4,4,8,2,0,3,2
110994,110994,"Orchis spitzelii Saut. ex W.D.J.Koch, 1837",9,7,4,4,4,8,2,0,3,2
138421,138421,"Orchis spitzelii subsp. spitzelii Saut. ex W.D.J.Koch, 1837",9,7,4,4,4,8,2,0,3,2
114209,114209,"Poa flaccidula Boiss. & Reut., 1852",8,7,6,4,4,8,3,0,3,2
718277,718277,"Poterium sanguisorba subsp. balearica (Bourg. ex Nyman) Stace, 2009",8,7,5,4,4,7,2,0,3,2
117049,117049,"Ranunculus gramineus L., 1753",8,8,3,4,4,9,2,0,3,2
121937,121937,"Scorzonera aristata Ramond ex DC., 1805",8,6,4,4,4,8,2,0,3,2
140805,140805,"Scorzonera austriaca subsp. bupleurifolia (Pouzolz ex Timb.-Lagr. & Jeanb.) Bonnier, 1923",8,7,5,3,3,8,3,0,3,2
121959,121959,"Scorzonera hispanica L., 1753",7,5,5,4,4,8,4,0,3,2
140810,140810,"Scorzonera hispanica subsp. hispanica L., 1753",7,5,5,4,4,8,4,0,3,2
141087,141087,"Sideritis hyssopifolia subsp. eynensis (Sennen) Malag., 1968",8,6,4,3,3,7,2,0,3,2
621124,621124,"Sideritis vulgaris (Willk.) Coulomb & J.-M.Tison, 2010",8,8,3,3,3,8,2,0,3,2
125146,125146,"Stipa gallica Čelak., 1883",8,5,5,3,3,8,2,0,3,2
125708,125708,"Taraxacum pseudodunense Soest, 1961",7,5,5,3,3,7,5,0,3,2
717884,717884,"Taraxacum rubricatum Štěpánek & Kirschner, 2013",,,,,,,,,,
126517,126517,"Thymus embergeri Roussine, 1952",8,7,4,3,3,8,2,0,3,2
128446,128446,"Valeriana tuberosa L., 1753",8,7,5,4,4,8,3,0,3,2
83588,83588,"Arenaria hispida L., 1753",9,6,3,3,3,7,1,0,3,1
1000336,1000336,"Cherleria capillacea (All.) A.J.Moore & Dillenb., 2017",8,6,4,5,3,8,1,0,3,2
94653,94653,"Dethawia splendens (Lapeyr.) Kerguélen, 1993",8,6,3,5,4,8,2,0,3,2
133806,133806,"Dethawia splendens subsp. splendens (Lapeyr.) Kerguélen, 1993",8,6,3,5,4,8,2,0,3,2
94803,94803,"Dianthus pungens L., 1771",7,6,3,4,3,8,3,0,3,2
133859,133859,"Dianthus pungens subsp. pungens L., 1771",7,6,3,4,3,8,3,0,3,2
96939,96939,"Erodium rodiei (Braun-Blanq.) Poirion, 1964",9,6,6,4,3,9,2,0,3,2
98216,98216,"Festuca fabrei Kerguélen & Plonka, 1988",8,6,3,5,4,8,2,0,3,2
99741,99741,"Genista delphinensis Verl., 1872",7,6,4,5,4,8,4,0,3,2
99913,99913,"Gentiana occidentalis Jakow., 1899",7,2,3,5,5,8,4,0,8,2
717255,717255,"Hieracium pulviscapum Arv.-Touv., 1913",,,,,,,,,,
987988,987988,"Linum provinciale Jord., 1849",9,7,3,5,4,9,1,0,3,2
109234,109234,"Narcissus assoanus Dufour, 1830",9,7,4,5,4,8,3,0,3,2
109826,109826,"Odontites cebennensis H.J.Coste & Soulié, 1906",7,7,3,3,3,7,3,0,3,2
138126,138126,"Odontites luteus subsp. lanceolatus (Gaudin) P.Fourn., 1937",6,2,7,5,5,7,5,0,3,2
110298,110298,"Onosma tricerosperma Lag., 1816",8,3,3,5,4,8,2,0,3,2
138244,138244,"Onosma tricerosperma subsp. fastigiata (Braun-Blanq.) G.López, 1994",8,3,3,5,4,8,2,0,3,2
620057,620057,"Ornithogalum kochii Parl., 1857",8,8,4,5,4,8,4,0,3,2
1049511,1049511,"Ornithogalum kochii subsp. monticola (Jord. & Fourr.) Peruzzi, 2006",8,8,4,5,4,8,4,0,3,2
717855,717855,"Podospermum purpureum (L.) W.D.J.Koch & Ziz, 1814",8,6,4,5,4,8,2,0,3,2
115515,115515,"Potentilla hirta L., 1753",8,8,3,3,3,8,3,0,3,2
612597,612597,"Seseli longifolium subsp. intermedium Reduron, 2008",,,,,,,,,,
161281,161281,"Silene petrarchae Ferrarini & Cecchi, 2001",7,3,6,3,3,8,3,0,7,1
126032,126032,"Teucrium rouyanum H.J.Coste & Soulié, 1897",8,8,3,5,4,8,2,0,3,2
126514,126514,"Thymus dolomiticus H.J.Coste, 1893",8,6,4,5,4,8,3,0,3,2
127002,127002,"Tragopogon crocifolius L., 1759",7,3,5,3,3,8,3,0,7,1
970961,970961,"Ziziphora granatensis subsp. granatensis (Boiss. & Reut.) Melnikov, 2016",8,8,3,5,4,8,3,0,3,2
97504,97504,"Euphorbia duvalii Lecoq & Lamotte, 1847",7,3,3,6,5,8,3,0,3,2
98972,98972,"Fritillaria involucrata All., 1789",6,3,4,5,5,7,3,0,3,2
98978,98978,"Fritillaria moggridgei Baker, 1879",6,3,4,5,5,7,2,0,3,2
98988,98988,"Fritillaria tubiformis Gren. & Godr., 1855",6,2,7,5,4,7,2,0,3,2
99899,99899,"Gentiana ligustica R.Vilm. & Chopinet, 1956",6,3,4,5,5,7,3,0,3,2
717783,717783,"Klasea nudicaulis (L.) Fourr., 1869",9,6,6,4,4,8,2,0,3,2
105081,105081,"Laserpitium nestleri Soy.-Will., 1828",6,3,4,5,5,7,2,0,2,2
718372,718372,"Laserpitium nestleri subsp. nestleri Soy.-Will., 1828",6,3,4,5,5,7,2,0,2,2
105775,105775,"Leucanthemum burnatii Briq. & Cavill., 1916",7,6,6,5,3,8,3,0,3,2
106287,106287,"Linum campanulatum L., 1753",9,8,4,5,6,8,2,0,3,2
110445,110445,"Ophrys passionis Sennen, 1926",8,7,4,4,5,8,1,0,3,2
608749,608749,"Ophrys philippi Gren., 1859",8,7,3,4,5,8,1,0,3,2
113810,113810,"Plantago argentea Chaix, 1785",7,3,4,5,5,8,2,0,3,2
115693,115693,"Potentilla velutina Lehm., 1835",8,8,4,3,3,8,3,0,3,2
116456,116456,"Pulsatilla rubra (Lam.) Delarbre, 1800",8,3,4,5,5,8,2,0,3,2
120823,120823,"Saponaria ocymoides L., 1753",7,3,3,5,4,9,2,0,3,2
140569,140569,"Saponaria ocymoides subsp. ocymoides L., 1753",7,3,3,5,4,9,2,0,3,2
122615,122615,"Senecio gerardi Gren. & Godr., 1850",7,7,4,4,5,7,3,0,3,2
1078749,1078749,"Thalictrum minus subsp. saxatile Gaudin, 1828",7,7,4,4,5,8,4,0,3,2
81376,81376,"Allium flavum L., 1753",9,7,3,3,4,8,3,0,3,2
83722,83722,"Argyrolobium zanonii (Turra) P.W.Ball, 1968",8,7,3,4,4,7,4,0,3,2
84319,84319,"Asperula purpurea (L.) Ehrend., 1974",8,5,3,4,6,8,3,0,3,2
131774,131774,"Asperula purpurea subsp. purpurea (L.) Ehrend., 1974",8,5,3,4,6,8,3,0,3,2
84852,84852,"Astragalus hypoglottis L., 1771",8,6,4,4,3,8,2,0,3,2
131914,131914,"Astragalus hypoglottis subsp. hypoglottis L., 1771",8,6,4,4,3,8,2,0,3,2
84897,84897,"Astragalus sempervirens Lam., 1783",8,3,5,7,3,6,3,0,3,2
131928,131928,"Astragalus sempervirens subsp. sempervirens Lam., 1783",8,3,5,7,3,6,3,0,3,2
89330,89330,"Catananche caerulea L., 1753",8,7,4,5,6,7,3,0,2,2
611182,611182,"Festuca inops De Not., 1844",8,7,4,4,4,7,2,0,2,2
99015,99015,"Fumana ericifolia Wallr., 1840",8,7,4,3,3,8,3,0,3,2
99016,99016,"Fumana ericoides (Cav.) Gand., 1883",9,9,2,3,3,8,3,0,3,2
100356,100356,"Globularia vulgaris L., 1753",9,6,3,4,3,8,3,0,2,2
105807,105807,"Leucanthemum pallens (J.Gay ex Perreym.) DC., 1838",8,8,3,5,4,8,1,0,3,2
137441,137441,"Lotus corniculatus subsp. delortii (Timb.-Lagr. ex F.W.Schultz) Nyman, 1878",8,6,4,5,4,8,2,0,3,2
108506,108506,"Micromeria juliana (L.) Benth. ex Rchb., 1831",9,9,3,5,6,9,2,0,3,2
110134,110134,"Onobrychis supina (Chaix ex Vill.) DC., 1805",9,6,4,5,6,8,3,0,3,2
611455,611455,"Rhaponticum coniferum (L.) Greuter, 2003",9,8,4,5,6,8,2,0,3,2
612644,612644,"Rhaponticum coniferum subsp. coniferum (L.) Greuter, 2003",9,8,4,5,6,8,2,0,3,2
117595,117595,"Rhinanthus burnatii (Chabert) Soó, 1929",8,6,4,5,6,8,4,0,3,2
718283,718283,"Salvia officinalis subsp. gallica (W.Lippert) Reales, D.Rivera & ObÃ³n, 2004",8,8,4,4,4,8,4,0,3,2
121958,121958,"Scorzonera hirsuta L., 1771",8,6,4,4,4,8,2,0,3,2
126019,126019,"Teucrium polium L., 1753",8,8,3,5,6,8,4,0,3,2
141576,141576,"Teucrium polium subsp. polium L., 1753",8,8,3,5,6,8,4,0,3,2
79915,79915,"Achillea odorata L., 1759",8,7,3,3,3,8,2,0,7,2
84853,84853,"Astragalus incanus L., 1759",8,8,4,4,4,7,4,0,3,2
131915,131915,"Astragalus incanus subsp. incanus L., 1759",8,8,4,4,4,7,4,0,3,2
89659,89659,"Centaurea paniculata L., 1753",8,7,4,3,3,8,3,0,3,2
132971,132971,"Centaurea paniculata subsp. paniculata L., 1753",8,7,4,3,3,8,3,0,3,2
105500,105500,"Leontodon hirtus L., 1759",9,6,4,5,6,8,2,0,3,2
84296,84296,"Asperula aristata L.f., 1782",8,6,4,5,3,8,3,0,3,2
131764,131764,"Asperula aristata subsp. scabra Nyman, 1879",8,6,4,5,3,8,3,0,3,2
89224,89224,"Carthamus carduncellus L., 1753",8,8,3,4,4,7,4,0,3,2
104430,104430,"Jurinea humilis (Desf.) DC., 1838",8,6,4,4,4,8,1,0,3,2
123249,123249,"Sideritis hirsuta L., 1753",8,8,3,3,3,8,2,0,3,2
131475,131475,"Anthyllis vulneraria subsp. forondae (Sennen) Cullen, 1968",8,3,7,6,5,8,3,0,3,2
83934,83934,"Artemisia alba Turra, 1764",9,7,3,5,4,9,5,0,3,2
84801,84801,"Astragalus austriacus Jacq., 1762",8,6,4,4,3,8,2,0,3,2
92308,92308,"Convolvulus cantabrica L., 1753",8,7,4,4,3,8,3,0,3,2
94818,94818,"Dianthus saxicola Jord., 1852",8,2,7,3,3,7,2,0,3,1
98060,98060,"Festuca amethystina L., 1753",6,5,5,5,3,8,2,0,1,2
134483,134483,"Festuca amethystina subsp. amethystina L., 1753",6,5,5,5,3,8,2,0,1,2
98147,98147,"Festuca cinerea Vill., 1786",9,5,6,4,3,5,2,0,3,2
98358,98358,"Festuca marginata (Hack.) K.Richt., 1890",9,6,4,3,3,8,1,0,3,2
134555,134555,"Festuca marginata subsp. marginata (Hack.) K.Richt., 1890",9,6,4,3,3,8,1,0,3,2
137039,137039,"Koeleria vallesiana subsp. abbreviata (Domin) Kerguélen, 1979",7,2,4,3,3,8,2,0,3,2
